pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA2400011,DOLE ATWATER PLANT,1500,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400013,SENSIENT NATURAL INGREDIENTS LLC,400,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400028,MERCED RIVER RESORT,218,154,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4
CA2400046,BLACK RASCAL WATER COMPANY,367,131,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,BLACK RASCAL WATER COMPANY,MERCED,DISTRICT 11 - MERCED,COMMUNITY,131,367,RESIDENTIAL AREA,0,1.17,0,0.33,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2400053,EL NIDO MOBILE HOME PARK,137,50,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,EL NIDO MOBILE HOME PARK,MERCED,DISTRICT 11 - MERCED,COMMUNITY,50,137,MOBILE HOME PARK,2,1,0.33,1,1.08,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2400055,"SAPUTO DAIRY FOODS USA, LLC",320,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400057,#N/A,6150,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
CA2400058,DOS PALOS Y AUCTION YARD,52,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400062,SNELLING MERCED FALLS SCHOOL,64,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,SNELLING MERCED FALLS SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,4,67,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400064,MERQUIN ELEMENTARY SCHOOL,284,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,MERQUIN ELEMENTARY SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,2,284,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400065,PLAINSBURG ELEMENTARY SCHOOL,122,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,PLAINSBURG ELEMENTARY SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,5,122,SCHOOL,2.5,1.67,0.33,0,1.13,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2400066,PLANADA ELEMENTARYSCHOOL,567,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,PLANADA ELEMENTARYSCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,1,567,SCHOOL,0,1.5,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400071,WASHINGTON SCHOOL,338,6,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,WASHINGTON SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,6,330,SCHOOL,1,2.67,0.33,0,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400075,EL NIDO ELEMENTARY SCHOOL,220,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,EL NIDO ELEMENTARY SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,1,220,SCHOOL,2,2.67,0.33,0,1.25,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400078,TURLOCK GOLF & COUNTRY CLUB,350,7,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400079,MCSWAIN ELEMENTARY SCHOOL,1046,24,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,MCSWAIN ELEMENTARY SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,26,1055,SCHOOL,2,1.17,0,0,0.79,--,Potentially At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,4,0
CA2400084,EVERGREEN MOBILE HOME PARK,36,11,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,EVERGREEN MOBILE HOME PARK,MERCED,DISTRICT 11 - MERCED,COMMUNITY,11,36,MOBILE HOME PARK,2.5,2.67,0.33,1,1.63,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,1,0,4,0
CA2400085,FIREBAUGH TRAVEL PLAZA (SW),250,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA2400088,HENDERSON COUNTY PARK,230,6,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400089,HAGAMAN COUNTY PARK,280,8,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400091,CHARLESTON SCHOOL,325,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,CHARLESTON SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,1,325,SCHOOL,0,1.17,0,0,0.29,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2400097,CRESSEY SCHOOL,155,7,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,CRESSEY SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,7,155,SCHOOL,2,2.17,0.33,0,1.13,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA2400099,GRACE MENNONITE SCHOOL,100,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,GRACE MENNONITE SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,2,100,SCHOOL,2,2.17,0,0,1.04,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA2400113,SCHELBY SCHOOL,290,9,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,SCHELBY SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,9,290,SCHOOL,2.5,1.67,0,0,1.04,--,At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,4,0
CA2400117,RANCHO DEL REY GOLF CLUB,170,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400119,MERCED GOLF & COUNTRY CLUB,150,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400122,LONGVIEW MENNONITE SCHOOL,120,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,3,0,1,MERCED  ,GW,GW,Not purchased,LONGVIEW MENNONITE SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,1,120,SCHOOL,2.5,2.17,0,0,1.17,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400128,COUNTRY CLUB COUNTY WD,64,23,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,2,0,1,MERCED  ,GW,GW,Not purchased,COUNTRY CLUB COUNTY WD,MERCED,DISTRICT 11 - MERCED,COMMUNITY,23,64,RESIDENTIAL AREA,1,0.33,0,0.17,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2400134,BUHACH PRESCHOOL (KINDERCARE),118,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,BUHACH PRESCHOOL (KINDERCARE),MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,3,118,SCHOOL,0,2.17,0.67,0,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400139,YOSEMITE WHOLESALE,285,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400140,NAGAME JAPANESE RESTAURANT,60,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400148,MERCED ADVENTIST CHURCH WATER SYS.,153,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,MERCED ADVENTIST CHURCH WATER SYS.,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,4,153,SCHOOL,0,2,0.33,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400153,APOSTOLIC TABERNACLE,75,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400154,INGOMAR PACKING,600,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400162,HUGHSON NUT INC. - LIVINGSTON,146,8,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400165,FOSTER FARMS DELHI FEEDMILL COLLIER ROAD,244,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400166,FOSTER FARMS CHICKEN LIVEHAUL (SYCAMORE,113,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400167,BALLICO CSD,238,73,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,1,0,1,0,MERCED  ,GW,GW,Not purchased,BALLICO CSD,MERCED,DISTRICT 11 - MERCED,COMMUNITY,73,238,RESIDENTIAL AREA,4.5,3,0.33,0,1.96,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,0,0,0,4,0
CA2400169,E & J GALLO WINERY,245,6,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400170,HILMAR CHEESE COMPANY,1629,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400172,JOHN LATORACCA CORRECTIONAL FACILITY,800,12,COMMUNITY,A,DISTRICT 11 - MERCED,exclusive_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,JOHN LATORACCA CORRECTIONAL FACILITY,MERCED,DISTRICT 11 - MERCED,COMMUNITY,12,800,INSTITUTION,1.88,1.17,0.33,1,1.1,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA2400200,SAN JOAQUIN VALLEY NATIONAL CEMETERY,30,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400201,VOLTA COMMUNITY SD,406,44,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,VOLTA COMMUNITY SD,MERCED,DISTRICT 11 - MERCED,COMMUNITY,44,406,RESIDENTIAL AREA,1.5,2,0.75,0.67,1.23,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400208,MERCEY SPRINGS SHELL,48,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA2400209,SAN LUIS HILLS,779,65,COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,SW,SW,Not purchased,SAN LUIS HILLS,MERCED,DISTRICT 11 - MERCED,COMMUNITY,65,779,RESIDENTIAL AREA,0.75,1.33,1.33,0.67,1.02,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA2400211,RYEL FAMILY TRUST,58,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400216,CAL TRANS CHP CHOWCHILLA RIVER FACILITY,25,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400218,FOSTER FARMS FERTILIZER PLANT,25,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,1,0,1,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400219,MERCED NEW LIFE SCHOOL,36,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,MERCED NEW LIFE SCHOOL,MERCED,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,2,36,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA2400220,STEVINSON RANCH MAINT. SHOP/THE GROVE,45,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400223,"MINTURN NUT CO., INC.",130,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400226,HARRIS WOOLF ALMONDS-BALLICO,65,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400227,ELKS LODGE PARK,25,29,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400229,HILLVIEW PACKING-GUSTINE,33,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400230,MERCED ANIMAL MEDICAL CENTER,30,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400231,"JOHN B. SANFILIPPO & SON, INC.",120,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400232,"AV THOMAS PRODUCE, INC.",206,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400234,LDS CHURCH ATWATER,300,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400240,THE VISTA RANCH AND CELLARS,100,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400245,DELHI KINGDOM HALL,452,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,1,0,1,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400248,YOSEMITE VALLEY BEEF PACKING CO INC,55,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400249,LIVINGSTON PROPERTIES,91,6,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400250,MINTURN HULLER,95,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400254,CORTEZ GROWERS ASSO. WATER SYSTEM,50,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400255,CLASSIC YAM WATER SYSTEM,224,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA2400304,BOLAND'S MARKET,60,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400307,CRESSEY STORE,26,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400315,MERCED FRUIT BARN,63,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400318,NEIGHBORHOOD GROCERY,25,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400320,OXXO MINI MART,29,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,0,0,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400322,SNELLING CHEVRON,30,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,1,0,1,0,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA2400323,STEVINSON BAR AND GRILL,31,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 11 - MERCED,non_carceral,0,1,0,1,MERCED  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
