PWSID,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION ,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017
CA3600209,ROCKY COMFORT MUTUAL WATER CO,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Medium Risk,Low Risk,71,At-Risk,1,$0 
CA3600215,GILBERT STREET COMPLEX,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Low Risk,Medium Risk,"3,833",Potentially At-Risk,1,$0 
CA3600220,CSA 42 ORO GRANDE,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,Low Risk,Low Risk,No Risk,529,Not At-Risk,1,$0 
CA3600222,JUNIPER RIVIERA CWD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,Low Risk,No Risk,Medium Risk,858,Failing,1,$0 
CA3600226,CSA 70-F MORONGO,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,High Risk,Medium Risk,Medium Risk,300,Failing,1,$0 
CA3600258,SKY FOREST MWC,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,No Risk,No Risk,Low Risk,492,Potentially At-Risk,1,$0 
CA3600260,SMILEY PARK COUNTRY CLUB,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,No Risk,No Risk,No Risk,370,Not At-Risk,1,$0 
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,Low Risk,Low Risk,Low Risk,600,Potentially At-Risk,1,$0 
CA3600270,GOLDEN STATE WATER MORONGO DELNORTE,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,Low Risk,Low Risk,No Risk,373,Not At-Risk,1,$0 
CA3600279,GOLDEN STATE WATER DESERT VIEW,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,Low Risk,No Risk,No Risk,120,Not At-Risk,1,$0 
CA3600283,DEPARTMENT OF WATER AND POWER,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,Low Risk,Medium Risk,No Risk,239,Potentially At-Risk,1,$0 
CA3600297,GORDON ACRES WATER CO,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,Low Risk,High Risk,Medium Risk,200,Failing,1,"$7,591,954 "
CA3600301,STRAWBERRY LODGE MWC,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,No Risk,Medium Risk,Low Risk,381,Not At-Risk,1,$0 
CA3600306,THUNDERBIRD CWD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,Low Risk,No Risk,No Risk,"2,098",Failing,1,"$660,000 "
CA3600345,WEST END MWC,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Low Risk,Low Risk,High Risk,Low Risk,90,Potentially At-Risk,1,$0 
CA3600372,PALMS RIVER RESORT,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,Low Risk,Low Risk,No Risk,531,Potentially At-Risk,1,$0 
CA3600382,MWD OF SO CAL IRON MOUNTAIN,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,High Risk,Low Risk,Medium Risk,36,Potentially At-Risk,1,$0 
CA3600383,MWD OF SO CAL GENE PLANT,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,High Risk,Low Risk,Medium Risk,135,Potentially At-Risk,1,$0 
CA3600385,BROOKSIDE MHP,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Low Risk,High Risk,Medium Risk,Medium Risk,65,Failing,1,$0 
CA3600386,FOOTHILL ESTATES MHP,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,High Risk,No Risk,Low Risk,66,At-Risk,1,$0 
CA3600397,MOSS MOBILE MANOR,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Medium Risk,Low Risk,290,Not At-Risk,1,$0 
CA3600399,PARADISE MOBILE ESTATES,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,No Risk,Low Risk,106,Not At-Risk,1,$0 
CA3600400,APPLE VALLEY VILLAGE MHE,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,No Risk,Medium Risk,Low Risk,180,Not At-Risk,1,$0 
CA3600432,LUCERNE VALLEY ELEMENTARY SCHOOL,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Medium Risk,No Risk,724,Not At-Risk,1,$0 
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,No Risk,Low Risk,No Risk,101,Not At-Risk,1,$0 
CA3600504,KNOLL ENTERPRISES,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,Low Risk,Medium Risk,Low Risk,500,Failing,1,$0 
CA3600785,LAKE JODIE WATER SYSTEM,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,250,Not At-Risk,1,$0 
CA3600790,NEWBERRY ELEMENTARY SCHOOL,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Low Risk,High Risk,Medium Risk,No Risk,255,Potentially At-Risk,1,$0 
CA3601010,CRYSTAL LAKE PROPERTY OWNERS,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,Low Risk,Medium Risk,No Risk,186,Not At-Risk,1,$0 
CA3601015,IRONWOOD CAMP,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,High Risk,Low Risk,Medium Risk,Medium Risk,210,Failing,1,$0 
CA3601036,CALICO LAKE HOMEOWNERS,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,Low Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA3601045,BEAR VALLEY MHP,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,150,Not At-Risk,1,$0 
CA3601048,BARTON FLATS WATER SYSTEM,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,High Risk,High Risk,No Risk,"1,070",Not At-Risk,1,$0 
CA3601057,MOUNTAIN VIEW CONTINUATION SCHOOL,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Medium Risk,No Risk,25,Not At-Risk,1,$0 
CA3601085,RANCHO PINO VERDE,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Medium Risk,Low Risk,66,Failing,1,$0 
CA3601095,LUCERNE VALLEY HIGH SCHOOL,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,High Risk,Medium Risk,No Risk,606,Not At-Risk,1,$0 
CA3601179,EL MIRAGE SCHOOL,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,Low Risk,Medium Risk,No Risk,50,Not At-Risk,1,$0 
CA3601182,HIGH DESERT DETENTION CENTER,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,Medium Risk,No Risk,Low Risk,Medium Risk,"3,035",Potentially At-Risk,1,$0 
CA3601186,RANCHERITOS #2,SAN BERNARDINO,LPA66 - SAN BERNARDINO COUNTY,No Risk,No Risk,No Risk,No Risk,291,Not At-Risk,1,$0 
CA3610001,"ADELANTO, CITY OF",SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Medium Risk,No Risk,Medium Risk,Low Risk,"39,930",Potentially At-Risk,1,$0 
CA3610002,ALPINE WATER USERS ASSOCIATION,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,High Risk,No Risk,Medium Risk,No Risk,"2,534",Potentially At-Risk,1,$0 
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,No Risk,Low Risk,"64,469",Not At-Risk,1,$0 
CA3610004,WEST VALLEY WATER DISTRICT,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,No Risk,No Risk,Low Risk,"104,498",Not At-Risk,1,"$46,665,000 "
CA3610005,LAKE ARROWHEAD CSD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,No Risk,Low Risk,Low Risk,"7,038",At-Risk,1,$0 
CA3610006,WATER FACILITIES AUTHORITY-JPA,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA3610008,BIG BEAR CITY CSD,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Medium Risk,No Risk,Low Risk,Low Risk,"12,738",Not At-Risk,1,"$2,500,000 "
CA3610009,BIGHORN - DESERT VIEW WATER AGENCY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,High Risk,No Risk,"3,916",Not At-Risk,1,"$5,666,531 "
CA3610011,CEDARPINES PARK MWC,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,No Risk,Low Risk,No Risk,"2,458",Not At-Risk,1,$0 
CA3610012,"CHINO, CITY OF",SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,High Risk,No Risk,Low Risk,No Risk,"86,435",At-Risk,1,"$15,119,130 "
CA3610013,"LOMA LINDA, CITY OF",SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,No Risk,Medium Risk,Low Risk,"25,129",Not At-Risk,1,$0 
CA3610014,"COLTON, CITY OF",SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,No Risk,Medium Risk,High Risk,"46,525",At-Risk,1,$0 
CA3610015,CRESTLINE VILLAGE CWD - DIVISION 10,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,No Risk,Low Risk,"11,650",Not At-Risk,1,$0 
CA3610016,GLEN MARTIN MWC,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,High Risk,No Risk,No Risk,450,At-Risk,1,$0 
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"211,069",Not Assessed,1,$0 
CA3610019,SAN BERNARDINO VALLEY WD,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"109,608",Not Assessed,1,$0 
CA3610021,FALLSVALE SERVICE COMPANY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,Low Risk,High Risk,"1,046",At-Risk,1,$0 
CA3610022,DWP - FAWNSKIN,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Low Risk,Low Risk,No Risk,"1,271",Not At-Risk,1,$0 
CA3610023,GREEN VALLEY MWC,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,No Risk,Medium Risk,Low Risk,"2,993",Failing,1,$0 
CA3610024,HESPERIA WD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"100,744",Not Assessed,1,$0 
CA3610025,JOSHUA BASIN WATER DISTRICT,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Medium Risk,Low Risk,High Risk,No Risk,"6,640",At-Risk,1,"$251,700 "
CA3610026,SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,No Risk,High Risk,High Risk,"1,240",Potentially At-Risk,1,$0 
CA3610028,MARYGOLD MWC,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,No Risk,Medium Risk,No Risk,"3,055",Not At-Risk,1,$0 
CA3610029,MONTE VISTA WD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,No Risk,High Risk,Low Risk,"56,017",At-Risk,1,$0 
CA3610030,MARIANA RANCHOS CWD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,No Risk,No Risk,"1,502",Not At-Risk,1,$0 
CA3610031,MUSCOY MWC NO. 1,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Low Risk,Medium Risk,High Risk,"13,000",Not At-Risk,1,$0 
CA3610032,"NEEDLES, CITY OF",SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,Low Risk,High Risk,Medium Risk,"8,766",Failing,1,"$14,315,640 "
CA3610033,MT BALDY HOMEOWNERS ASSN.,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Low Risk,Low Risk,No Risk,"1,700",Not At-Risk,1,$0 
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"185,010",Not Assessed,1,$0 
CA3610036,"CHINO HILLS, CITY OF",SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,No Risk,No Risk,No Risk,"76,414",Potentially At-Risk,1,$0 
CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,No Risk,No Risk,"78,025",Not At-Risk,1,$0 
CA3610038,"RIALTO, CITY OF",SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,No Risk,High Risk,Low Risk,"54,453",At-Risk,1,$0 
CA3610039,SAN BERNARDINO CITY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"214,665",Not Assessed,1,"$19,807,317 "
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"237,700",Not Assessed,1,$0 
CA3610043,GOLDEN STATE WATER CO - BARSTOW,SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,No Risk,Medium Risk,No Risk,"32,547",Potentially At-Risk,1,$0 
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,Low Risk,No Risk,"26,132",Not At-Risk,1,$0 
CA3610045,LACSD - RIMFOREST,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Medium Risk,High Risk,Low Risk,817,Not At-Risk,1,$0 
CA3610046,VALLEY VIEW PARK MWC,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,No Risk,No Risk,No Risk,499,Not At-Risk,1,$0 
CA3610047,GOLDEN STATE WATER CO - WRIGHTWOOD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,No Risk,Medium Risk,"4,177",Not At-Risk,1,$0 
CA3610048,TERRACE WATER COMPANY,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,High Risk,Medium Risk,No Risk,"2,400",Failing,1,$0 
CA3610049,TWENTYNINE PALMS WATER DISTRICT,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,Low Risk,Low Risk,Low Risk,"18,795",Not At-Risk,1,$0 
CA3610050,"UPLAND, CITY OF",SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,No Risk,No Risk,Low Risk,"78,376",Not At-Risk,1,"$16,446,414 "
CA3610051,VALLEY OF ENCHANTMENT MWC,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,High Risk,Low Risk,"2,471",Not At-Risk,1,$0 
CA3610052,VICTORVILLE WATER DISTRICT,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"135,983",Not Assessed,1,$0 
CA3610053,WESTERN HEIGHTS WATER COMPANY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,Medium Risk,No Risk,No Risk,"7,705",At-Risk,1,$0 
CA3610055,YUCAIPA VALLEY WATER DISTRICT,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,No Risk,No Risk,No Risk,"52,010",Failing,1,$0 
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Medium Risk,No Risk,No Risk,Low Risk,"20,188",Not At-Risk,1,$0 
CA3610060,BDVWA - GOAT MOUNTAIN ID,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,High Risk,Low Risk,"1,118",Not At-Risk,1,"$5,666,531 "
CA3610062,RUNNING SPRINGS WATER DISTRICT,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,No Risk,Low Risk,"5,268",Not At-Risk,1,$0 
CA3610063,GOLDEN STATE WATER CO - MORONGO DEL SUR,SAN BERNARDINO,DISTRICT 27 - MOJAVE,High Risk,Low Risk,Low Risk,No Risk,"1,717",Potentially At-Risk,1,$0 
CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"108,629",Not Assessed,1,$0 
CA3610073,HI DESERT WD,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,No Risk,High Risk,No Risk,"26,411",Not At-Risk,1,"$2,866,531 "
CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA3610082,SAN ANTONIO CANYON MSC,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,High Risk,No Risk,119,Not At-Risk,1,$0 
CA3610085,SAN ANTONIO WATER COMPANY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,No Risk,No Risk,Low Risk,"3,111",Not At-Risk,1,$0 
CA3610086,WEST END CONSOLIDATED WATER COMPANY,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,No Risk,High Risk,No Risk,"2,654",Not At-Risk,1,$0 
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,No Risk,No Risk,No Risk,"2,086",Not At-Risk,1,$0 
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,No Risk,Medium Risk,No Risk,"6,208",Not At-Risk,1,$0 
CA3610108,GOLDEN STATE WATER CO - LUCERNE,SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Low Risk,Medium Risk,No Risk,586,Not At-Risk,1,$0 
CA3610109,SHEEP CREEK WATER COMPANY,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,Medium Risk,Low Risk,Low Risk,"4,002",Failing,1,$0 
CA3610110,ARROWBEAR PARK CWD,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Medium Risk,No Risk,Medium Risk,High Risk,"1,856",At-Risk,1,$0 
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Medium Risk,Low Risk,Low Risk,Low Risk,"6,347",Potentially At-Risk,1,$0 
CA3610114,CLAWA,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"2,320",Not Assessed,1,$0 
CA3610117,DEVORE WC,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,No Risk,No Risk,High Risk,"1,574",Failing,1,"$493,200 "
CA3610118,LIBERTY -YERMO,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Low Risk,No Risk,Medium Risk,861,Not At-Risk,1,$0 
CA3610120,PHELAN PINON HILLS CSD,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Medium Risk,No Risk,Low Risk,Low Risk,"24,285",Not At-Risk,1,$0 
CA3610121,SBDNO COUNTY SERVICE AREA 64,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Low Risk,No Risk,No Risk,"14,911",Not At-Risk,1,$0 
CA3610125,SBDNO COUNTY SERVICE AREA 70J,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Medium Risk,High Risk,Medium Risk,Low Risk,"12,843",At-Risk,1,$0 
CA3610129,MOJAVE WATER AGENCY,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA3610701,USMC NEBO (BARSTOW),SAN BERNARDINO,DISTRICT 27 - MOJAVE,No Risk,Medium Risk,Medium Risk,No Risk,"1,126",Not At-Risk,1,$0 
CA3610703,USMC - 29 PALMS,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Low Risk,No Risk,Low Risk,Medium Risk,"15,248",Potentially At-Risk,1,$0 
CA3610705,US ARMY FORT IRWIN,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,High Risk,Low Risk,No Risk,No Risk,"15,701",Not At-Risk,1,$0 
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Low Risk,No Risk,Low Risk,83,Not At-Risk,1,$0 
CA3610801,CDF - PILOT ROCK CONSERVATION CAMP,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Low Risk,Low Risk,No Risk,High Risk,65,Not At-Risk,1,$0 
CA3610850,CALIFORNIA INSTITUTION FOR MEN,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,High Risk,Low Risk,Medium Risk,Low Risk,"10,667",Failing,1,$0 
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,No Risk,Medium Risk,Medium Risk,Medium Risk,"1,195",Potentially At-Risk,1,$0 
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,SAN BERNARDINO,DISTRICT 27 - MOJAVE,Medium Risk,Low Risk,Low Risk,Low Risk,"1,818",Potentially At-Risk,1,$0 
CA3700018,CAMPO ELEMENTARY SCHOOL,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,High Risk,Medium Risk,Low Risk,300,Failing,1,"$902,487 "
CA3700041,BARRETT LAKE MH AND RV LLC,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,Low Risk,No Risk,No Risk,300,Failing,1,$0 
CA3700071,HEAVENLY OAKS,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,Low Risk,No Risk,No Risk,300,Failing,1,$0 
CA3700073,H & J WATER COMPANY,SAN DIEGO,DISTRICT 26 - IMPERIAL,Medium Risk,Low Risk,No Risk,Low Risk,86,Failing,1,$0 
CA3700074,CUYAMACA WATER DISTRICT,SAN DIEGO,DISTRICT 26 - IMPERIAL,Low Risk,Low Risk,No Risk,No Risk,"33,030",Failing,1,$0 
CA3700117,MOUNTAIN EMPIRE HIGH SCHOOL,SAN DIEGO,DISTRICT 26 - IMPERIAL,No Risk,High Risk,Low Risk,No Risk,"1,000",At-Risk,1,$0 
CA3700118,CAMP LOCKETT MIDDLE SCHOOL,SAN DIEGO,DISTRICT 26 - IMPERIAL,Low Risk,High Risk,Medium Risk,No Risk,24,Potentially At-Risk,1,$0 
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,SAN DIEGO,DISTRICT 26 - IMPERIAL,No Risk,Low Risk,No Risk,No Risk,150,Not At-Risk,1,$0 
CA3700291,"OCOTILLO OASIS, LLC",SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,Low Risk,High Risk,Medium Risk,96,Failing,1,$0 
CA3700422,LAGUNA MOUNTAIN MUTUAL WATER CO.,SAN DIEGO,DISTRICT 26 - IMPERIAL,No Risk,High Risk,Low Risk,Low Risk,100,Not At-Risk,1,$0 
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,SAN DIEGO,DISTRICT 26 - IMPERIAL,No Risk,No Risk,High Risk,No Risk,290,Not At-Risk,1,$0 
CA3700866,DEL DIOS MUTUAL WATER COMPANY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,Low Risk,330,Not At-Risk,1,$0 
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,Low Risk,No Risk,Low Risk,100,Failing,1,$0 
CA3700900,LAKE HENSHAW RESORT INC.,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,Low Risk,Low Risk,High Risk,"9,913",Failing,1,$0 
CA3700905,PINE HILLS MUTUAL WATER COMPANY,SAN DIEGO,DISTRICT 26 - IMPERIAL,Low Risk,Low Risk,No Risk,No Risk,760,Not At-Risk,1,$0 
CA3700906,CAMP STEVENS,SAN DIEGO,DISTRICT 26 - IMPERIAL,Low Risk,Medium Risk,No Risk,Medium Risk,78,Potentially At-Risk,1,$0 
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,SAN DIEGO,DISTRICT 26 - IMPERIAL,Low Risk,Low Risk,Medium Risk,Low Risk,"1,517",Potentially At-Risk,1,$0 
CA3700912,YMCA CAMP MARSTON/RAINTREE,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,Low Risk,No Risk,No Risk,338,Failing,1,$0 
CA3700918,RANCHO SANTA TERESA MW CO.,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,Low Risk,Low Risk,High Risk,102,Failing,1,$0 
CA3700919,LAKE WOHLFORD RESORT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,High Risk,No Risk,Low Risk,250,Failing,1,$0 
CA3700922,LIVE OAK SPRINGS WATER SYSTEM,SAN DIEGO,DISTRICT 26 - IMPERIAL,No Risk,Medium Risk,No Risk,No Risk,317,Not At-Risk,1,$0 
CA3700923,LAKE MORENA'S OAK SHORES MWC,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,Low Risk,High Risk,Low Risk,670,At-Risk,1,"$756,500 "
CA3700924,LAKE MORENA VIEWS MWC,SAN DIEGO,DISTRICT 26 - IMPERIAL,High Risk,High Risk,High Risk,Medium Risk,360,Failing,1,"$1,089,206 "
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,Low Risk,Medium Risk,High Risk,193,At-Risk,1,$0 
CA3700934,PAUMA VALLEY WATER COMPANY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,Low Risk,High Risk,Low Risk,185,Failing,1,$0 
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,Low Risk,200,Not At-Risk,1,$0 
CA3700937,LAZY H MUTUAL WATER COMPANY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,Low Risk,142,Not At-Risk,1,$0 
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,No Risk,No Risk,Medium Risk,769,Not At-Risk,1,$0 
