PWSID,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population, Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies
CA3310048,COACHELLA VWD: I.D. NO. 8,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,1644,4600,RESIDENTIAL AREA              ,1.5,0,1,0.33,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,5,N,N,N,0
CA3310049,WESTERN MWD,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,22054,84209,RESIDENTIAL AREA              ,0,0,0,1,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,13,N/A,N,N,1
CA3310051,MYOMA DUNES MUTUAL WATER COMPANY,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,2574,9445,OTHER RESIDENTIAL AREA        ,1.5,0.33,1,0,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,5,Y,N,N,0
CA3310052,LAKE HEMET-GARNER VALLEY,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,284,709,OTHER RESIDENTIAL AREA        ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,6,Y,N,N,0
CA3310074,TEMESCAL VALLEY WATER DISTRICT,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,6567,21153,RESIDENTIAL AREA              ,0,0,0.33,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0
CA3310076,WESTERN MWD (ID A - RAINBOW),RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,47,192,RESIDENTIAL AREA              ,0,1,0,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0
CA3310078,WEST PALM SPRINGS VILLAGE,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,265,496,RESIDENTIAL AREA              ,1.5,0.33,0.67,1,0.88,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA3310080,LAKE HEMET MWD-CAMP GROUND,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,287,600,MOBILE HOME PARK              ,0,2,0,0.33,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3310081,PALM SPRINGS CREST,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,178,384,RESIDENTIAL AREA              ,0,0.33,0.67,1,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3310800,CALIFORNIA REHABILITATION CENTER - NORCO,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,1357,4300,INSTITUTION                   ,0,1,0,1,0.5,At-Risk,At-Risk,Non-Failing,At-Risk,2,N,N,Y,0
CA3310801,BAUTISTA CC NO. 36,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,1,77,INSTITUTION                   ,0.25,1.33,0,1.33,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3310802,CHUCKAWALLA VALLEY STATE PRISON,RIVERSIDE,DISTRICT 20 - RIVERSIDE,COMMUNITY,1865,5994,INSTITUTION                   ,2,0.33,0.33,2.67,1.33,--,At-Risk,Non-Failing,At-Risk,4,Y,N,N,4
CA3400101,HOOD WATER MAINTENCE DIST [SWS],SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,82,271,RESIDENTIAL AREA              ,0.25,0.33,0.67,0.33,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0
CA3400103,B & W RESORT MARINA,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,37,100,RECREATION AREA               ,1.75,1,0.67,0.17,0.9,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA3400106,EAST WALNUT GROVE [SWS],SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,169,300,RESIDENTIAL AREA              ,1.75,0.33,0.33,0.33,0.69,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA3400107,RIVER'S EDGE MARINA & RESORT,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,83,210,RECREATION AREA               ,1.5,1.33,0.67,1,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3400121,EL DORADO MOBILE HOME PARK,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,128,318,MOBILE HOME PARK              ,0,0.33,0.67,0.83,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3400122,EL DORADO WEST MHP,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,128,203,MOBILE HOME PARK              ,0,1.33,0.67,0.17,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400125,FREEPORT MARINA,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,27,45,RECREATION AREA               ,0.75,0.33,0.67,1.33,0.77,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,3,Y,N,N,0
CA3400128,HAPPY HARBOR (SWS),SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,45,60,RECREATION AREA               ,0.75,1.33,0.67,0.33,0.77,--,Potentially At-Risk,Failing,Failing,1,Y,N,N,0
CA3400130,MAGNOLIA MUTUAL WATER,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,34,90,RESIDENTIAL AREA              ,2,1.5,0.33,0,0.96,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA3400135,KORTHS PIRATES LAIR,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,64,55,RECREATION AREA               ,2,1.33,0.67,1,1.25,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3400137,LINCOLN CHAN-HOME RANCH,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,19,33,RESIDENTIAL AREA              ,1.5,0.33,0.33,1,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA3400138,LOCKE WATER WORKS CO [SWS],SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,44,80,RESIDENTIAL AREA              ,2.25,2,0.33,0.5,1.27,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA3400149,RANCHO MARINA,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,77,250,RECREATION AREA               ,2,1.33,2,0,1.33,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3400155,SEQUOIA WATER ASSOC,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,18,54,RESIDENTIAL AREA              ,0,3,0.33,0.67,1,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA3400156,SOUTHWEST TRACT W M D [SWS],SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,33,103,RESIDENTIAL AREA              ,0,1,0.67,0.33,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0
CA3400164,"VIEIRA'S RESORT, INC",SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,107,200,RECREATION AREA               ,3,1,0.67,0.67,1.34,--,At-Risk,Failing,Failing,4,Y,N,N,0
CA3400169,SPINDRIFT MARINA,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,50,100,MOBILE HOME PARK              ,1.75,2,1.67,0.33,1.44,At-Risk,At-Risk,Non-Failing,At-Risk,2,Y,N,Y,0
CA3400172,TOKAY PARK WATER CO,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,198,653,RESIDENTIAL AREA              ,2.5,1.33,2,0.33,1.54,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3400179,MC CLELLAN MHP,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,199,700,MOBILE HOME PARK              ,0,0.33,0.67,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3400181,LAGUNA DEL SOL INC,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,112,445,RECREATION AREA               ,0,0.33,0,0.83,0.29,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,187,280,MOBILE HOME PARK              ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400191,ELEVEN OAKS MOBILE HOME COMMUNITY,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,136,262,MOBILE HOME PARK              ,1.5,0.33,0.67,0,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,3,Y,N,N,0
CA3400192,TUNNEL TRAILER PARK,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,21,48,MOBILE HOME PARK              ,0.25,1.33,0,0.67,0.56,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400217,HOMETOWN COLONIAL ESTATES LLC,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,146,400,MOBILE HOME PARK              ,1.5,0.33,0.67,0.5,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,3,Y,N,N,0
CA3400229,RIO COSUMNES CORRECTIONAL CENTER [SWS],SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,13,2800,INSTITUTION                   ,2,1,0.33,1,1.08,--,At-Risk,Non-Failing,At-Risk,4,Y,N,N,0
CA3400248,FRANKLIN ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,13,650,SCHOOL                        ,1.5,2.33,0,0,0.96,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA3400250,PLEASANT GROVE ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,10,185,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400251,SIERRA ENTERPRISE ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,13,430,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400253,COSUMNES RIVER ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,8,560,SCHOOL                        ,0,1.33,0,0,0.33,At-Risk,At-Risk,Non-Failing,At-Risk,2,Y,N,Y,0
CA3400254,DILLARD ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,4,350,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400267,BATES ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,10,375,SCHOOL                        ,1.5,0.33,0,0,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3400268,WALNUT GROVE ELEMENTARY SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,2,200,SCHOOL                        ,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400271,ARCOHE ELEM SCHOOL - MAIN CAMPUS,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,2,465,SCHOOL                        ,0,1,0,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3400273,WILTON BIBLE CHURCH,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,5,210,SCHOOL                        ,1.5,1.5,0,0.67,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3400296,SAC CITY MOBILE HOME COMMUNITY LP,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,164,350,MOBILE HOME PARK              ,0.75,0.33,0.67,0.67,0.61,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA3400331,WESTERNER MOBILE HOME PARK,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,49,65,MOBILE HOME PARK              ,0,1.33,0.67,1,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3400335,HOLIDAY MOBILE VILLAGE,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,115,200,MOBILE HOME PARK              ,0,0.33,0.67,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3400364,JEAN HARVIE SCHOOL [SWS],SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,2,30,SCHOOL                        ,0,2,0.33,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400391,BRADSHAW CHRISTIAN SCHOOL,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,NON-TRANSIENT NON-COMMUNITY,4,1000,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3400397,LAGUNA VILLAGE RV PARK,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,28,28,MOBILE HOME PARK              ,0,1.33,0.67,0.5,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3400401,PLANTATION MOBILE HOME PARK,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,21,22,MOBILE HOME PARK              ,0,1.33,0.67,1,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3400433,EDGEWATER MOBILE HOME PARK,SACRAMENTO,LPA64 - SACRAMENTO COUNTY,COMMUNITY,22,40,MOBILE HOME PARK              ,3,1,0.67,0.33,1.25,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA3410002,SCWA - ARDEN PARK VISTA,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,3061,10101,RESIDENTIAL AREA              ,0,0,0,0.33,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,11,N/A,N,N,0
CA3410003,GOLDEN STATE WATER CO - ARDEN WATER SERV,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,1729,5637,RESIDENTIAL AREA              ,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,6,Y,N,N,0
CA3410004,CARMICHAEL WATER DISTRICT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,11716,41193,RESIDENTIAL AREA              ,0,0,0.33,0.33,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,7,N/A,N,N,0
CA3410005,RANCHO MURIETA COMMUNITY SERVI,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,2869,5728,RESIDENTIAL AREA              ,0.25,1.33,0,0.67,0.56,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3410006,CITRUS HEIGHTS WATER DISTRICT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,20250,67758,RESIDENTIAL AREA              ,0,0,0.33,0.33,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,7,N/A,N,N,0
CA3410007,DEL PASO MANOR COUNTY WATER DI,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,1800,4520,RESIDENTIAL AREA              ,0.5,0.33,0.33,0.33,0.37,--,Not At-Risk,Non-Failing,Not At-Risk,8,Y,N,N,0
CA3410008,ELK GROVE WATER DISTRICT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,13020,43551,RESIDENTIAL AREA              ,1.05,0,0,0,0.26,--,Not At-Risk,Non-Failing,Not At-Risk,8,N/A,N,N,0
CA3410009,FAIR OAKS WATER DISTRICT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,14277,36226,RESIDENTIAL AREA              ,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,7,N/A,N,N,0
CA3410010,CAL AM - SUBURBAN ROSEMONT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,16328,53882,RESIDENTIAL AREA              ,1.38,0,0.33,0,0.43,--,Not At-Risk,Non-Failing,Not At-Risk,25,N/A,N,N,0
CA3410011,"GALT, CITY OF",SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,7862,26536,RESIDENTIAL AREA              ,0.42,0.33,0.33,0,0.27,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0
CA3410012,CAL AM - ISLETON,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,482,1591,RESIDENTIAL AREA              ,2,0.33,0,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA3410013,CAL AM - LINCOLN OAKS,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,14444,47665,RESIDENTIAL AREA              ,0,0,0.33,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,24,N/A,N,N,0
CA3410014,"FOLSOM, CITY OF - MAIN",SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,23372,75728,RESIDENTIAL AREA              ,0,0,0,0.67,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,3,N/A,N,N,0
CA3410015,GOLDEN STATE WATER CO. - CORDOVA,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,14882,47106,RESIDENTIAL AREA              ,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,14,N/A,N,N,0
CA3410016,ORANGE VALE WATER COMPANY,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,5730,16861,RESIDENTIAL AREA              ,1.5,0,0,0.83,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA3410017,CAL AM - PARKWAY,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,14989,49464,RESIDENTIAL AREA              ,1.38,0,0.67,0,0.51,--,Not At-Risk,Non-Failing,Not At-Risk,20,N/A,N,N,0
CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,4656,15404,RESIDENTIAL AREA              ,1.34,0,0,0,0.34,--,Not At-Risk,Non-Failing,Not At-Risk,13,N/A,N,N,0
CA3410021,SAN JUAN WATER DISTRICT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,10929,29308,RESIDENTIAL AREA              ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3410022,OLYMPIA MOBILODGE,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,200,450,MOBILE HOME PARK              ,1.13,0.33,0.67,1,0.78,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA3410023,CAL AM - FRUITRIDGE VISTA,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,4612,15220,RESIDENTIAL AREA              ,1.2,0,0.67,0,0.47,--,Not At-Risk,Non-Failing,Not At-Risk,15,N/A,N,N,0
CA3410026,CALIFORNIA STATE FAIR,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,269,9290,OTHER AREA                    ,1.13,0.33,0.67,0,0.53,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA3410030,"FOLSOM, CITY OF - ASHLAND",SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,1078,3538,RESIDENTIAL AREA              ,0,1,0,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0
CA3410031,CAL AM - ANTELOPE,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,10679,35241,RESIDENTIAL AREA              ,1.25,0,0,0,0.31,--,Not At-Risk,Non-Failing,Not At-Risk,19,N/A,N,N,0
CA3410032,FOLSOM STATE PRISON,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,2790,4524,INSTITUTION                   ,0.25,1.5,0,1,0.69,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3410033,FLORIN COUNTY WATER DISTRICT,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,2404,7831,RESIDENTIAL AREA              ,0.96,1,0.67,0.67,0.83,At-Risk,At-Risk,Non-Failing,At-Risk,13,N/A,N,Y,0
CA3410045,CAL AM - ARDEN,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,1203,3970,RESIDENTIAL AREA              ,1.5,0,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0
CA3410047,CAL AM - WALNUT GROVE,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,197,650,RESIDENTIAL AREA              ,2.75,0.33,0.67,0,0.94,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA3410704,SCWA MATHER-SUNRISE,SACRAMENTO,DISTRICT 09 - SACRAMENTO,COMMUNITY,8556,28235,RESIDENTIAL AREA              ,0.25,0,0,0.33,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,8,N,N,N,0
CA3500006,CSA NO. 31 STONEGATE WS,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,77,252,RESIDENTIAL AREA              ,1,1.33,1.33,0.67,1.08,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0
CA3500505,THOUSAND TRAILS SAN BENITO PRESERVE,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,365,1017,RECREATION AREA               ,0.83,0.33,0,2.33,0.87,--,At-Risk,Non-Failing,At-Risk,3,Y,N,N,1
CA3500507,BITTERWATER-TULLY SCHOOL WS,SAN BENITO,DISTRICT 05 - MONTEREY,NON-TRANSIENT NON-COMMUNITY,2,45,SCHOOL                        ,1,2.5,0,1,1.13,--,At-Risk,Failing,Failing,1,Y,Y,N,0
CA3500509,TRES PINOS CWD,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,121,350,RESIDENTIAL AREA              ,0.25,2.33,0,0.67,0.81,--,At-Risk,Non-Failing,At-Risk,1,Y,Y,N,0
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,32,102,RESIDENTIAL AREA              ,0.25,1.5,0,0.67,0.61,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3500511,CASA DE FRUTA ORCHARDS,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,20,53,INDUSTRIAL/AGRICULTURAL       ,0,1.33,0.67,0.33,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3500521,SOUTHSIDE ELEMENTARY SCHOOL,SAN BENITO,DISTRICT 05 - MONTEREY,NON-TRANSIENT NON-COMMUNITY,2,300,SCHOOL                        ,0,1.5,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3500527,VALENZUELA WATER SYSTEM,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,17,55,RESIDENTIAL AREA              ,3,3,0.67,1,1.92,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0
CA3500549,ROSA MORADA MUTUAL WATER COMPANY,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,21,138,RESIDENTIAL AREA              ,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA3500550,SAN JUSTO MUTUAL WATER COMPANY,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,61,160,RESIDENTIAL AREA              ,1.5,1.33,0.33,0.5,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3500552,VENTURE ESTATES MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,18,50,RESIDENTIAL AREA              ,1.5,1.33,0,0.67,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3500556,MISSION FARM R.V. PARK,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,173,110,MOBILE HOME PARK              ,0,0,0,1,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA3500571,SAN BENITO HIGH SCHOOL,SAN BENITO,DISTRICT 05 - MONTEREY,NON-TRANSIENT NON-COMMUNITY,61,3310,SCHOOL                        ,1.5,0,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA3500575,SPRINGWOOD ESTATES MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,15,50,RESIDENTIAL AREA              ,0.5,1.33,0.75,0.33,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,10,40,RESIDENTIAL AREA              ,0,2,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA3500578,LOS MADRONES MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,14,36,RESIDENTIAL AREA              ,0.25,0.33,1.33,0.5,0.6,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA3500579,VINEYARD ESTATES MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,26,90,RESIDENTIAL AREA              ,1.5,1.33,0,0.67,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3500581,RANCHO SAN JOAQUIN MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,30,914,RESIDENTIAL AREA              ,2.5,3,0,0,1.38,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0
CA3500801,WILLOW GROVE UNION ELEMENTARY SCHOOL,SAN BENITO,DISTRICT 05 - MONTEREY,NON-TRANSIENT NON-COMMUNITY,4,25,SCHOOL                        ,0.25,2.5,0,0,0.69,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA3500810,WHISPERING PINES INN,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,2,38,RESIDENTIAL AREA              ,2.5,1.5,0.67,1.33,1.5,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA3500823,BEST ROAD MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,48,133,RESIDENTIAL AREA              ,3,0.33,1.08,0.83,1.31,--,At-Risk,Failing,Failing,2,Y,N,N,0
CA3500825,UNION HEIGHTS MWC,SAN BENITO,DISTRICT 05 - MONTEREY,COMMUNITY,29,98,RESIDENTIAL AREA              ,0.25,0.33,2,0,0.65,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
